user_id,register_date,channel,device,city_tier,user_type
100072,2026-04-12,搜索广告,PC,三线及以下,新用户
100073,2026-04-29,社群裂变,iOS,二线,新用户
100074,2026-04-08,社群裂变,iOS,新一线,老用户
100075,2026-05-12,搜索广告,iOS,二线,新用户
100076,2026-04-30,搜索广告,PC,新一线,新用户
100077,2026-04-21,搜索广告,PC,新一线,老用户
100078,2026-04-14,站内推荐,iOS,三线及以下,新用户
100079,2026-05-05,自然流量,iOS,新一线,新用户
100080,2026-05-11,站内推荐,iOS,新一线,新用户
100081,2026-05-28,自然流量,iOS,一线,新用户
100082,2026-04-27,社群裂变,Android,一线,老用户
100083,2026-04-10,自然流量,iOS,二线,新用户
100084,2026-05-21,自然流量,Android,二线,新用户
100085,2026-05-09,自然流量,Android,二线,新用户
100086,2026-05-13,信息流广告,iOS,新一线,老用户
100087,2026-04-06,信息流广告,iOS,一线,老用户
100088,2026-04-20,自然流量,PC,新一线,新用户
100089,2026-05-17,信息流广告,Android,二线,新用户
100090,2026-05-21,信息流广告,Android,二线,新用户
100091,2026-04-27,社群裂变,iOS,二线,老用户
100092,2026-05-20,站内推荐,PC,三线及以下,新用户
100093,2026-05-22,搜索广告,Android,三线及以下,新用户
100094,2026-04-24,自然流量,Android,新一线,新用户
100095,2026-05-25,自然流量,Android,二线,老用户
100096,2026-04-18,站内推荐,PC,二线,新用户
100097,2026-04-15,自然流量,iOS,三线及以下,新用户
100098,2026-05-12,信息流广告,Android,新一线,老用户
100099,2026-05-09,站内推荐,Android,二线,新用户
100100,2026-04-09,站内推荐,Android,新一线,新用户
100101,2026-05-21,信息流广告,PC,二线,新用户
100102,2026-04-13,搜索广告,PC,三线及以下,新用户
100103,2026-05-20,信息流广告,Android,三线及以下,新用户
100104,2026-04-01,社群裂变,Android,一线,新用户
100105,2026-05-19,自然流量,PC,一线,新用户
100106,2026-05-19,自然流量,PC,二线,新用户
100107,2026-05-18,搜索广告,Android,二线,老用户
100108,2026-05-11,自然流量,iOS,三线及以下,新用户
100109,2026-04-29,搜索广告,iOS,新一线,老用户
100110,2026-05-14,信息流广告,PC,三线及以下,新用户
100111,2026-04-17,站内推荐,Android,二线,新用户
100112,2026-05-18,社群裂变,Android,一线,新用户
100113,2026-05-04,信息流广告,Android,一线,新用户
100114,2026-04-28,社群裂变,Android,二线,新用户
100115,2026-05-01,自然流量,Android,一线,新用户
100116,2026-05-05,信息流广告,Android,三线及以下,老用户
100117,2026-04-03,自然流量,iOS,二线,老用户
100118,2026-04-09,站内推荐,Android,新一线,新用户
100119,2026-04-15,社群裂变,Android,新一线,老用户
100120,2026-04-07,站内推荐,Android,三线及以下,新用户
100121,2026-04-27,站内推荐,iOS,二线,新用户
100122,2026-05-11,站内推荐,Android,二线,新用户
100123,2026-05-10,自然流量,iOS,二线,老用户
100124,2026-04-29,站内推荐,iOS,二线,老用户
100125,2026-05-23,搜索广告,Android,三线及以下,老用户
100126,2026-05-05,信息流广告,iOS,二线,老用户
100127,2026-04-05,搜索广告,PC,二线,新用户
100128,2026-05-17,信息流广告,PC,新一线,老用户
100129,2026-05-06,自然流量,iOS,新一线,老用户
100130,2026-05-09,自然流量,Android,二线,老用户
100131,2026-05-05,自然流量,Android,新一线,新用户
100132,2026-05-04,信息流广告,Android,二线,老用户
100133,2026-04-06,站内推荐,PC,三线及以下,新用户
100134,2026-05-05,搜索广告,Android,新一线,老用户
100135,2026-05-19,搜索广告,iOS,一线,老用户
100136,2026-04-19,信息流广告,iOS,二线,老用户
100137,2026-05-07,信息流广告,Android,一线,新用户
100138,2026-04-02,自然流量,PC,三线及以下,新用户
100139,2026-04-22,社群裂变,Android,二线,老用户
100140,2026-04-27,自然流量,iOS,新一线,老用户
100141,2026-05-30,搜索广告,iOS,二线,老用户
100142,2026-04-14,社群裂变,PC,二线,老用户
100143,2026-04-17,搜索广告,iOS,新一线,新用户
100144,2026-04-25,站内推荐,Android,新一线,老用户
100145,2026-05-31,自然流量,Android,新一线,新用户
100146,2026-05-23,站内推荐,iOS,三线及以下,新用户
100147,2026-04-03,社群裂变,iOS,一线,新用户
100148,2026-04-15,社群裂变,Android,新一线,新用户
100149,2026-05-21,搜索广告,iOS,一线,新用户
100150,2026-04-04,社群裂变,Android,新一线,老用户
100151,2026-05-23,站内推荐,Android,一线,新用户
100152,2026-04-18,信息流广告,iOS,二线,老用户
100153,2026-05-26,社群裂变,Android,一线,新用户
100154,2026-04-18,社群裂变,iOS,二线,老用户
100155,2026-04-27,信息流广告,iOS,新一线,新用户
100156,2026-05-11,站内推荐,Android,新一线,老用户
100157,2026-04-08,信息流广告,Android,一线,新用户
100158,2026-05-04,搜索广告,Android,二线,新用户
100159,2026-05-01,自然流量,iOS,三线及以下,新用户
100160,2026-05-18,自然流量,Android,新一线,新用户
100161,2026-05-31,社群裂变,Android,三线及以下,新用户
100162,2026-05-11,信息流广告,PC,新一线,新用户
100163,2026-04-25,信息流广告,Android,二线,新用户
100164,2026-04-25,自然流量,PC,二线,老用户
100165,2026-04-26,信息流广告,iOS,一线,新用户
100166,2026-05-20,社群裂变,Android,新一线,新用户
100167,2026-04-20,站内推荐,Android,一线,新用户
100168,2026-04-11,自然流量,iOS,二线,新用户
100169,2026-04-21,搜索广告,Android,新一线,新用户
100170,2026-04-02,信息流广告,Android,三线及以下,老用户
100171,2026-04-07,搜索广告,PC,新一线,新用户
100172,2026-04-06,信息流广告,iOS,三线及以下,新用户
100173,2026-05-18,信息流广告,PC,一线,新用户
100174,2026-05-15,信息流广告,Android,二线,新用户
100175,2026-05-13,搜索广告,Android,新一线,老用户
100176,2026-04-29,信息流广告,Android,一线,新用户
100177,2026-05-14,信息流广告,iOS,一线,老用户
100178,2026-04-10,社群裂变,PC,二线,新用户
100179,2026-05-25,社群裂变,PC,新一线,老用户
100180,2026-05-01,信息流广告,PC,二线,新用户
100181,2026-05-28,社群裂变,PC,三线及以下,老用户
100182,2026-04-10,站内推荐,Android,新一线,新用户
100183,2026-05-01,自然流量,Android,一线,新用户
100184,2026-05-13,搜索广告,Android,一线,老用户
100185,2026-05-01,自然流量,iOS,一线,新用户
100186,2026-04-28,社群裂变,Android,新一线,新用户
100187,2026-04-11,自然流量,Android,二线,新用户
100188,2026-04-24,搜索广告,Android,新一线,新用户
100189,2026-04-15,自然流量,iOS,一线,老用户
100190,2026-04-19,信息流广告,iOS,二线,新用户
100191,2026-05-12,站内推荐,iOS,新一线,新用户
100192,2026-05-09,信息流广告,Android,二线,新用户
100193,2026-05-08,站内推荐,Android,三线及以下,老用户
100194,2026-04-23,站内推荐,iOS,新一线,新用户
100195,2026-05-29,站内推荐,iOS,二线,新用户
100196,2026-04-06,自然流量,Android,三线及以下,老用户
100197,2026-04-21,社群裂变,iOS,二线,新用户
100198,2026-04-08,自然流量,Android,二线,老用户
100199,2026-04-21,信息流广告,iOS,二线,老用户
100200,2026-05-29,站内推荐,Android,二线,新用户
100201,2026-04-23,搜索广告,iOS,二线,老用户
100202,2026-05-26,搜索广告,Android,二线,老用户
100203,2026-05-01,信息流广告,Android,二线,新用户
100204,2026-05-13,社群裂变,Android,二线,新用户
100205,2026-04-28,搜索广告,Android,新一线,老用户
100206,2026-04-17,信息流广告,Android,三线及以下,新用户
100207,2026-05-17,站内推荐,iOS,新一线,新用户
100208,2026-05-30,自然流量,Android,一线,新用户
100209,2026-04-17,自然流量,iOS,新一线,老用户
100210,2026-05-18,搜索广告,Android,新一线,老用户
100211,2026-04-16,站内推荐,Android,二线,老用户
100212,2026-05-14,自然流量,Android,新一线,新用户
100213,2026-05-19,自然流量,Android,二线,老用户
100214,2026-04-28,自然流量,iOS,二线,新用户
100215,2026-05-15,站内推荐,iOS,一线,老用户
100216,2026-04-17,自然流量,iOS,新一线,老用户
100217,2026-04-05,信息流广告,Android,二线,新用户
100218,2026-04-06,站内推荐,Android,二线,新用户
100219,2026-04-28,自然流量,Android,新一线,新用户
100220,2026-05-26,搜索广告,Android,新一线,新用户
100221,2026-04-08,信息流广告,iOS,新一线,老用户
100222,2026-04-28,社群裂变,PC,一线,新用户
100223,2026-05-13,信息流广告,iOS,一线,老用户
100224,2026-04-13,信息流广告,Android,三线及以下,新用户
100225,2026-05-15,自然流量,Android,一线,新用户
100226,2026-04-19,社群裂变,Android,一线,老用户
100227,2026-05-20,社群裂变,iOS,三线及以下,新用户
100228,2026-05-06,自然流量,iOS,二线,老用户
100229,2026-05-04,信息流广告,Android,新一线,老用户
100230,2026-04-11,站内推荐,iOS,二线,新用户
100231,2026-04-29,自然流量,Android,三线及以下,新用户
100232,2026-05-23,自然流量,Android,一线,新用户
100233,2026-04-02,搜索广告,iOS,新一线,老用户
100234,2026-05-17,信息流广告,iOS,三线及以下,新用户
100235,2026-05-01,自然流量,Android,三线及以下,老用户
100236,2026-05-14,信息流广告,Android,三线及以下,老用户
100237,2026-05-11,自然流量,Android,新一线,新用户
100238,2026-04-27,搜索广告,Android,三线及以下,老用户
100239,2026-04-19,搜索广告,iOS,新一线,新用户
100240,2026-05-09,搜索广告,Android,二线,新用户
100241,2026-04-09,自然流量,Android,三线及以下,新用户
100242,2026-05-06,社群裂变,Android,一线,老用户
100243,2026-04-06,自然流量,Android,一线,新用户
100244,2026-05-10,社群裂变,PC,二线,老用户
100245,2026-05-09,信息流广告,Android,三线及以下,新用户
100246,2026-04-06,社群裂变,Android,一线,老用户
100247,2026-05-17,自然流量,Android,三线及以下,老用户
100248,2026-04-26,自然流量,Android,新一线,老用户
100249,2026-05-19,信息流广告,iOS,新一线,新用户
100250,2026-04-03,自然流量,Android,新一线,新用户
100251,2026-04-11,自然流量,Android,三线及以下,新用户
100252,2026-05-01,社群裂变,iOS,一线,新用户
100253,2026-04-12,社群裂变,PC,二线,老用户
100254,2026-04-21,自然流量,Android,一线,新用户
100255,2026-05-11,站内推荐,Android,三线及以下,新用户
100256,2026-04-09,社群裂变,PC,三线及以下,老用户
100257,2026-05-12,站内推荐,iOS,新一线,新用户
100258,2026-04-07,搜索广告,iOS,新一线,老用户
100259,2026-04-11,搜索广告,iOS,新一线,新用户
100260,2026-05-06,搜索广告,Android,新一线,新用户
100261,2026-05-19,搜索广告,iOS,三线及以下,老用户
100262,2026-04-11,站内推荐,PC,二线,新用户
100263,2026-04-19,自然流量,iOS,新一线,老用户
100264,2026-05-27,信息流广告,iOS,二线,新用户
100265,2026-05-31,自然流量,Android,新一线,新用户
100266,2026-05-06,站内推荐,iOS,一线,新用户
100267,2026-04-28,信息流广告,Android,一线,新用户
100268,2026-04-22,搜索广告,iOS,新一线,新用户
100269,2026-05-08,社群裂变,PC,二线,新用户
100270,2026-05-07,站内推荐,Android,一线,新用户
100271,2026-04-18,自然流量,iOS,二线,老用户
100272,2026-04-02,社群裂变,iOS,新一线,新用户
100273,2026-04-10,站内推荐,iOS,二线,老用户
100274,2026-05-29,自然流量,PC,一线,新用户
100275,2026-04-26,社群裂变,Android,新一线,老用户
100276,2026-04-30,信息流广告,Android,一线,新用户
100277,2026-04-29,搜索广告,iOS,新一线,新用户
100278,2026-05-18,信息流广告,PC,一线,新用户
100279,2026-04-04,自然流量,iOS,新一线,新用户
100280,2026-04-06,自然流量,Android,二线,新用户
100281,2026-04-17,自然流量,Android,一线,新用户
100282,2026-04-30,自然流量,iOS,二线,老用户
100283,2026-05-11,搜索广告,Android,二线,新用户
100284,2026-04-30,信息流广告,iOS,二线,老用户
100285,2026-04-27,自然流量,iOS,二线,新用户
100286,2026-05-28,搜索广告,PC,新一线,新用户
100287,2026-04-10,搜索广告,Android,二线,新用户
100288,2026-05-05,搜索广告,Android,二线,新用户
100289,2026-05-04,站内推荐,Android,二线,老用户
100290,2026-04-29,信息流广告,iOS,新一线,新用户
100291,2026-05-20,社群裂变,Android,二线,老用户
100292,2026-04-17,自然流量,Android,一线,新用户
100293,2026-05-29,社群裂变,iOS,新一线,新用户
100294,2026-04-21,站内推荐,Android,一线,新用户
100295,2026-05-04,社群裂变,Android,一线,老用户
100296,2026-05-02,搜索广告,Android,二线,新用户
100297,2026-05-22,搜索广告,iOS,三线及以下,老用户
100298,2026-04-27,信息流广告,PC,一线,新用户
100299,2026-04-18,搜索广告,iOS,二线,新用户
100300,2026-04-02,社群裂变,iOS,二线,老用户
100301,2026-04-23,站内推荐,iOS,三线及以下,新用户
100302,2026-05-21,信息流广告,Android,二线,老用户
100303,2026-04-01,自然流量,iOS,一线,新用户
100304,2026-05-25,搜索广告,Android,一线,老用户
100305,2026-05-04,自然流量,iOS,二线,新用户
100306,2026-04-09,自然流量,Android,一线,老用户
100307,2026-04-19,信息流广告,Android,三线及以下,新用户
100308,2026-05-04,社群裂变,iOS,三线及以下,老用户
100309,2026-04-20,自然流量,PC,三线及以下,新用户
100310,2026-04-07,自然流量,iOS,新一线,老用户
100311,2026-05-11,自然流量,iOS,二线,老用户
100312,2026-05-12,站内推荐,Android,二线,老用户
100313,2026-04-08,搜索广告,Android,一线,新用户
100314,2026-04-18,自然流量,iOS,新一线,新用户
100315,2026-04-15,自然流量,Android,一线,老用户
100316,2026-05-11,搜索广告,iOS,新一线,新用户
100317,2026-05-15,自然流量,Android,三线及以下,老用户
100318,2026-05-15,搜索广告,Android,三线及以下,新用户
100319,2026-05-28,信息流广告,PC,新一线,新用户
100320,2026-05-17,站内推荐,Android,二线,新用户
100321,2026-04-20,自然流量,Android,一线,老用户
100322,2026-04-07,搜索广告,Android,新一线,新用户
100323,2026-05-08,自然流量,iOS,一线,新用户
100324,2026-05-26,站内推荐,iOS,二线,老用户
100325,2026-05-30,站内推荐,PC,二线,新用户
100326,2026-04-15,社群裂变,iOS,三线及以下,老用户
100327,2026-04-15,信息流广告,Android,三线及以下,新用户
100328,2026-04-03,自然流量,iOS,一线,新用户
100329,2026-04-09,社群裂变,Android,二线,新用户
100330,2026-05-04,社群裂变,iOS,一线,新用户
100331,2026-05-04,自然流量,PC,新一线,老用户
100332,2026-04-23,信息流广告,Android,二线,新用户
100333,2026-04-19,信息流广告,iOS,一线,新用户
100334,2026-05-21,社群裂变,Android,一线,新用户
100335,2026-04-29,搜索广告,Android,新一线,老用户
100336,2026-05-20,搜索广告,iOS,一线,老用户
100337,2026-05-29,搜索广告,iOS,三线及以下,新用户
100338,2026-04-20,自然流量,Android,新一线,新用户
100339,2026-04-13,信息流广告,Android,二线,新用户
100340,2026-05-29,自然流量,iOS,三线及以下,老用户
100341,2026-05-09,社群裂变,PC,二线,新用户
100342,2026-04-18,信息流广告,iOS,新一线,新用户
100343,2026-05-08,信息流广告,iOS,三线及以下,老用户
100344,2026-05-02,自然流量,Android,新一线,新用户
100345,2026-05-26,自然流量,iOS,一线,老用户
100346,2026-04-16,搜索广告,iOS,二线,新用户
100347,2026-05-31,自然流量,Android,新一线,老用户
100348,2026-05-28,自然流量,iOS,三线及以下,新用户
100349,2026-04-12,社群裂变,iOS,一线,新用户
100350,2026-04-11,信息流广告,Android,二线,新用户
100351,2026-05-03,信息流广告,Android,二线,新用户
100352,2026-04-03,信息流广告,Android,三线及以下,老用户
100353,2026-04-19,社群裂变,Android,一线,新用户
100354,2026-04-27,信息流广告,Android,新一线,新用户
100355,2026-05-30,社群裂变,iOS,三线及以下,老用户
100356,2026-05-31,站内推荐,Android,二线,新用户
100357,2026-04-10,搜索广告,iOS,一线,老用户
100358,2026-05-25,信息流广告,iOS,一线,老用户
100359,2026-04-06,社群裂变,Android,三线及以下,新用户
100360,2026-05-16,信息流广告,Android,二线,老用户
100361,2026-05-22,信息流广告,Android,二线,老用户
100362,2026-05-25,搜索广告,iOS,三线及以下,老用户
100363,2026-04-14,信息流广告,iOS,新一线,新用户
100364,2026-05-25,自然流量,Android,一线,新用户
100365,2026-04-08,信息流广告,Android,二线,老用户
100366,2026-05-02,自然流量,Android,三线及以下,新用户
100367,2026-04-29,信息流广告,iOS,新一线,新用户
100368,2026-04-20,搜索广告,iOS,二线,新用户
100369,2026-04-02,站内推荐,Android,一线,老用户
100370,2026-05-18,自然流量,Android,一线,老用户
100371,2026-04-21,搜索广告,iOS,三线及以下,老用户
100372,2026-05-11,信息流广告,iOS,一线,老用户
100373,2026-04-26,自然流量,iOS,一线,新用户
100374,2026-04-23,自然流量,iOS,二线,新用户
100375,2026-05-25,自然流量,Android,新一线,新用户
100376,2026-04-06,自然流量,iOS,新一线,新用户
100377,2026-05-15,自然流量,Android,三线及以下,新用户
100378,2026-05-16,信息流广告,Android,一线,老用户
100379,2026-04-24,搜索广告,PC,二线,新用户
100380,2026-04-17,自然流量,PC,新一线,新用户
100381,2026-04-01,自然流量,iOS,一线,新用户
100382,2026-05-28,自然流量,iOS,二线,新用户
100383,2026-05-28,搜索广告,iOS,新一线,新用户
100384,2026-04-15,信息流广告,Android,三线及以下,新用户
100385,2026-04-02,搜索广告,iOS,三线及以下,新用户
100386,2026-04-08,自然流量,iOS,三线及以下,新用户
100387,2026-04-05,自然流量,iOS,新一线,老用户
100388,2026-05-21,站内推荐,iOS,新一线,老用户
100389,2026-05-25,自然流量,Android,三线及以下,老用户
100390,2026-04-10,自然流量,Android,新一线,新用户
100391,2026-05-16,自然流量,Android,二线,新用户
100392,2026-04-11,站内推荐,PC,三线及以下,新用户
100393,2026-04-23,搜索广告,iOS,新一线,老用户
100394,2026-05-07,搜索广告,iOS,一线,新用户
100395,2026-05-14,站内推荐,Android,二线,新用户
100396,2026-05-24,自然流量,Android,二线,老用户
100397,2026-04-03,站内推荐,Android,新一线,老用户
100398,2026-04-12,自然流量,iOS,二线,新用户
100399,2026-04-18,搜索广告,PC,三线及以下,老用户
100400,2026-04-19,信息流广告,iOS,新一线,新用户
100401,2026-05-31,信息流广告,iOS,新一线,新用户
100402,2026-05-18,站内推荐,Android,二线,新用户
100403,2026-04-20,自然流量,PC,三线及以下,老用户
100404,2026-05-30,站内推荐,Android,三线及以下,新用户
100405,2026-05-01,信息流广告,PC,一线,老用户
100406,2026-05-01,搜索广告,iOS,三线及以下,新用户
100407,2026-04-27,站内推荐,Android,二线,老用户
100408,2026-04-09,自然流量,Android,二线,老用户
100409,2026-05-27,站内推荐,Android,新一线,老用户
100410,2026-04-01,搜索广告,iOS,一线,老用户
100411,2026-04-11,搜索广告,PC,二线,老用户
100412,2026-04-15,自然流量,iOS,新一线,老用户
100413,2026-04-18,搜索广告,Android,新一线,新用户
100414,2026-04-09,搜索广告,PC,三线及以下,老用户
100415,2026-04-02,信息流广告,PC,一线,新用户
100416,2026-05-12,自然流量,PC,三线及以下,新用户
100417,2026-05-30,自然流量,PC,二线,新用户
100418,2026-04-08,站内推荐,iOS,三线及以下,新用户
100419,2026-04-19,自然流量,PC,新一线,新用户
100420,2026-05-01,搜索广告,Android,二线,新用户
100421,2026-05-27,站内推荐,Android,二线,新用户
100422,2026-05-13,自然流量,Android,三线及以下,老用户
100423,2026-05-17,自然流量,Android,一线,老用户
100424,2026-05-06,搜索广告,Android,一线,新用户
100425,2026-04-26,自然流量,Android,三线及以下,老用户
100426,2026-04-13,搜索广告,iOS,一线,新用户
100427,2026-05-23,搜索广告,iOS,二线,新用户
100428,2026-05-20,搜索广告,Android,一线,老用户
100429,2026-04-02,信息流广告,iOS,一线,老用户
100430,2026-05-14,搜索广告,Android,二线,老用户
100431,2026-04-06,搜索广告,iOS,二线,新用户
100432,2026-05-16,自然流量,Android,二线,新用户
100433,2026-05-21,搜索广告,iOS,新一线,新用户
100434,2026-04-08,站内推荐,iOS,二线,老用户
100435,2026-04-27,搜索广告,Android,三线及以下,新用户
100436,2026-04-08,信息流广告,iOS,新一线,新用户
100437,2026-05-05,信息流广告,iOS,新一线,新用户
100438,2026-05-27,自然流量,iOS,新一线,老用户
100439,2026-04-05,自然流量,iOS,二线,新用户
100440,2026-04-25,自然流量,Android,新一线,老用户
100441,2026-05-30,站内推荐,iOS,二线,新用户
100442,2026-04-19,自然流量,iOS,新一线,新用户
100443,2026-04-09,社群裂变,Android,二线,新用户
100444,2026-04-30,自然流量,Android,三线及以下,新用户
100445,2026-05-02,自然流量,Android,二线,老用户
100446,2026-05-11,信息流广告,iOS,新一线,老用户
100447,2026-04-20,信息流广告,PC,新一线,新用户
100448,2026-05-29,社群裂变,Android,二线,新用户
100449,2026-05-02,站内推荐,iOS,新一线,新用户
100450,2026-04-18,站内推荐,PC,三线及以下,老用户
100451,2026-05-29,自然流量,Android,新一线,老用户
100452,2026-05-27,社群裂变,Android,一线,老用户
100453,2026-05-01,自然流量,PC,新一线,新用户
100454,2026-04-02,站内推荐,iOS,二线,新用户
100455,2026-05-07,信息流广告,Android,三线及以下,老用户
100456,2026-05-04,信息流广告,Android,新一线,新用户
100457,2026-04-10,自然流量,iOS,新一线,老用户
100458,2026-05-09,自然流量,iOS,新一线,老用户
100459,2026-05-22,自然流量,iOS,三线及以下,老用户
100460,2026-04-07,站内推荐,PC,三线及以下,新用户
100461,2026-05-15,社群裂变,iOS,一线,新用户
100462,2026-04-09,站内推荐,iOS,二线,老用户
100463,2026-05-16,自然流量,Android,三线及以下,新用户
100464,2026-04-26,搜索广告,Android,二线,老用户
100465,2026-04-01,自然流量,iOS,新一线,新用户
100466,2026-05-29,搜索广告,Android,二线,老用户
100467,2026-04-11,信息流广告,Android,二线,老用户
100468,2026-05-07,自然流量,Android,一线,新用户
100469,2026-04-12,搜索广告,iOS,一线,新用户
100470,2026-05-27,自然流量,iOS,新一线,新用户
100471,2026-05-16,信息流广告,Android,一线,老用户
100472,2026-05-20,搜索广告,iOS,新一线,老用户
100473,2026-04-27,自然流量,Android,三线及以下,新用户
100474,2026-04-29,站内推荐,iOS,三线及以下,老用户
100475,2026-05-09,信息流广告,Android,一线,老用户
100476,2026-05-18,社群裂变,PC,一线,老用户
100477,2026-05-22,搜索广告,Android,二线,新用户
100478,2026-04-02,搜索广告,PC,新一线,老用户
100479,2026-05-11,搜索广告,PC,一线,老用户
100480,2026-04-07,站内推荐,Android,三线及以下,新用户
100481,2026-04-18,搜索广告,Android,一线,老用户
100482,2026-05-21,自然流量,PC,一线,新用户
100483,2026-04-16,自然流量,PC,二线,老用户
100484,2026-05-19,搜索广告,PC,二线,老用户
100485,2026-04-29,自然流量,Android,新一线,老用户
100486,2026-04-15,自然流量,iOS,二线,新用户
100487,2026-04-21,自然流量,PC,三线及以下,新用户
100488,2026-05-03,搜索广告,PC,一线,新用户
100489,2026-05-17,自然流量,Android,二线,老用户
100490,2026-05-07,搜索广告,Android,一线,老用户
100491,2026-05-27,社群裂变,Android,新一线,新用户
100492,2026-05-23,社群裂变,PC,新一线,新用户
100493,2026-05-16,信息流广告,iOS,新一线,老用户
100494,2026-05-07,搜索广告,PC,一线,新用户
100495,2026-04-18,搜索广告,iOS,三线及以下,新用户
100496,2026-04-26,信息流广告,iOS,新一线,新用户
100497,2026-04-08,搜索广告,iOS,三线及以下,老用户
100498,2026-04-23,自然流量,Android,新一线,新用户
100499,2026-05-27,站内推荐,iOS,三线及以下,老用户
100500,2026-04-26,自然流量,PC,二线,新用户
100501,2026-04-07,社群裂变,Android,新一线,新用户
100502,2026-05-10,搜索广告,PC,二线,老用户
100503,2026-05-29,自然流量,iOS,三线及以下,老用户
100504,2026-05-23,社群裂变,iOS,新一线,新用户
100505,2026-04-17,自然流量,Android,新一线,老用户
100506,2026-04-28,社群裂变,Android,二线,老用户
100507,2026-05-03,搜索广告,Android,二线,老用户
100508,2026-04-16,自然流量,Android,新一线,新用户
100509,2026-04-17,自然流量,Android,二线,新用户
100510,2026-04-15,社群裂变,Android,新一线,新用户
100511,2026-05-31,自然流量,PC,新一线,老用户
100512,2026-05-16,站内推荐,Android,二线,老用户
100513,2026-05-22,社群裂变,Android,三线及以下,新用户
100514,2026-05-20,搜索广告,iOS,新一线,新用户
100515,2026-05-29,自然流量,iOS,新一线,新用户
100516,2026-04-07,搜索广告,iOS,一线,新用户
100517,2026-05-24,站内推荐,Android,二线,老用户
100518,2026-04-05,自然流量,Android,新一线,新用户
