event_id,user_id,session_id,event_time,event_name,product_id,channel,device
59,100015,S100015_1,2026-05-05 21:02:21,visit_home,2050,自然流量,Android
60,100015,S100015_1,2026-05-05 21:09:41,view_product,2050,自然流量,Android
61,100015,S100015_1,2026-05-05 21:19:05,add_cart,2050,自然流量,Android
62,100015,S100015_1,2026-05-05 21:23:47,submit_order,2050,自然流量,Android
63,100015,S100015_1,2026-05-05 21:31:59,pay_success,2050,自然流量,Android
64,100016,S100016_1,2026-05-22 18:45:59,visit_home,2020,社群裂变,Android
65,100016,S100016_1,2026-05-22 18:54:15,view_product,2020,社群裂变,Android
66,100017,S100017_1,2026-05-21 08:47:30,visit_home,2015,自然流量,PC
67,100017,S100017_1,2026-05-21 08:48:53,view_product,2015,自然流量,PC
68,100017,S100017_2,2026-05-12 11:44:53,visit_home,2038,自然流量,PC
69,100017,S100017_2,2026-05-12 11:54:41,view_product,2038,自然流量,PC
70,100018,S100018_1,2026-05-25 02:30:54,visit_home,2006,自然流量,Android
71,100018,S100018_1,2026-05-25 02:39:34,view_product,2006,自然流量,Android
72,100019,S100019_1,2026-05-31 06:30:06,visit_home,2043,搜索广告,iOS
73,100019,S100019_2,2026-05-15 15:34:28,visit_home,2007,搜索广告,iOS
74,100019,S100019_3,2026-05-26 04:40:44,visit_home,2010,搜索广告,iOS
75,100019,S100019_3,2026-05-26 04:47:00,view_product,2010,搜索广告,iOS
76,100020,S100020_1,2026-05-13 11:03:01,visit_home,2017,自然流量,iOS
77,100020,S100020_2,2026-05-18 17:54:10,visit_home,2034,自然流量,iOS
78,100020,S100020_2,2026-05-18 18:00:01,view_product,2034,自然流量,iOS
79,100020,S100020_2,2026-05-18 18:10:24,add_cart,2034,自然流量,iOS
80,100020,S100020_2,2026-05-18 18:13:40,submit_order,2034,自然流量,iOS
81,100021,S100021_1,2026-05-07 01:31:21,visit_home,2041,自然流量,iOS
82,100021,S100021_1,2026-05-07 01:39:39,view_product,2041,自然流量,iOS
83,100021,S100021_2,2026-05-22 16:47:23,visit_home,2018,自然流量,iOS
84,100021,S100021_2,2026-05-22 16:54:57,view_product,2018,自然流量,iOS
85,100021,S100021_3,2026-05-30 18:42:46,visit_home,2010,自然流量,iOS
86,100021,S100021_3,2026-05-30 18:52:07,view_product,2010,自然流量,iOS
87,100021,S100021_3,2026-05-30 19:01:21,add_cart,2010,自然流量,iOS
88,100022,S100022_1,2026-05-13 02:42:28,visit_home,2001,搜索广告,iOS
89,100022,S100022_1,2026-05-13 02:49:39,view_product,2001,搜索广告,iOS
90,100022,S100022_2,2026-05-23 17:07:54,visit_home,2042,搜索广告,iOS
91,100023,S100023_1,2026-05-02 20:11:32,visit_home,2009,信息流广告,Android
92,100023,S100023_1,2026-05-02 20:15:41,view_product,2009,信息流广告,Android
93,100024,S100024_1,2026-05-04 22:46:26,visit_home,2029,搜索广告,iOS
94,100024,S100024_2,2026-05-10 00:57:58,visit_home,2027,搜索广告,iOS
95,100024,S100024_2,2026-05-10 01:05:58,view_product,2027,搜索广告,iOS
96,100025,S100025_1,2026-05-24 22:44:20,visit_home,2014,站内推荐,iOS
97,100025,S100025_2,2026-05-08 07:30:31,visit_home,2008,站内推荐,iOS
98,100026,S100026_1,2026-05-03 15:39:06,visit_home,2046,自然流量,iOS
99,100026,S100026_1,2026-05-03 15:46:21,view_product,2046,自然流量,iOS
100,100026,S100026_2,2026-05-13 01:29:55,visit_home,2041,自然流量,iOS
101,100027,S100027_1,2026-05-26 22:48:11,visit_home,2022,站内推荐,Android
102,100027,S100027_1,2026-05-26 22:54:29,view_product,2022,站内推荐,Android
103,100027,S100027_1,2026-05-26 23:06:34,add_cart,2022,站内推荐,Android
104,100028,S100028_1,2026-05-17 02:58:29,visit_home,2031,站内推荐,Android
105,100028,S100028_2,2026-05-08 03:29:25,visit_home,2035,站内推荐,Android
106,100028,S100028_2,2026-05-08 03:39:12,view_product,2035,站内推荐,Android
107,100029,S100029_1,2026-05-06 04:48:35,visit_home,2014,社群裂变,Android
108,100029,S100029_2,2026-05-11 23:17:10,visit_home,2047,社群裂变,Android
109,100029,S100029_3,2026-05-24 22:46:08,visit_home,2002,社群裂变,Android
110,100029,S100029_4,2026-05-06 18:33:07,visit_home,2039,社群裂变,Android
111,100030,S100030_1,2026-05-12 14:47:37,visit_home,2007,搜索广告,iOS
112,100031,S100031_1,2026-05-11 04:35:58,visit_home,2048,搜索广告,iOS
113,100031,S100031_1,2026-05-11 04:37:35,view_product,2048,搜索广告,iOS
114,100031,S100031_1,2026-05-11 04:49:59,add_cart,2048,搜索广告,iOS
115,100031,S100031_2,2026-05-27 11:07:54,visit_home,2043,搜索广告,iOS
116,100031,S100031_2,2026-05-27 11:15:37,view_product,2043,搜索广告,iOS
117,100032,S100032_1,2026-05-10 14:13:56,visit_home,2040,搜索广告,iOS
118,100032,S100032_1,2026-05-10 14:20:02,view_product,2040,搜索广告,iOS
119,100032,S100032_2,2026-05-08 09:32:17,visit_home,2038,搜索广告,iOS
120,100032,S100032_2,2026-05-08 09:38:53,view_product,2038,搜索广告,iOS
121,100032,S100032_2,2026-05-08 09:46:35,add_cart,2038,搜索广告,iOS
122,100032,S100032_3,2026-05-20 04:49:28,visit_home,2043,搜索广告,iOS
123,100032,S100032_3,2026-05-20 04:52:21,view_product,2043,搜索广告,iOS
124,100032,S100032_3,2026-05-20 04:57:20,add_cart,2043,搜索广告,iOS
125,100032,S100032_3,2026-05-20 05:01:29,submit_order,2043,搜索广告,iOS
126,100032,S100032_3,2026-05-20 05:09:24,pay_success,2043,搜索广告,iOS
127,100033,S100033_1,2026-05-07 04:02:54,visit_home,2036,搜索广告,Android
128,100033,S100033_1,2026-05-07 04:08:46,view_product,2036,搜索广告,Android
129,100034,S100034_1,2026-05-11 18:49:05,visit_home,2027,自然流量,iOS
130,100034,S100034_1,2026-05-11 18:57:13,view_product,2027,自然流量,iOS
131,100034,S100034_2,2026-05-10 10:33:54,visit_home,2045,自然流量,iOS
132,100035,S100035_1,2026-05-30 15:42:18,visit_home,2030,站内推荐,iOS
133,100035,S100035_1,2026-05-30 15:45:08,view_product,2030,站内推荐,iOS
134,100035,S100035_1,2026-05-30 15:54:07,add_cart,2030,站内推荐,iOS
135,100035,S100035_1,2026-05-30 16:03:01,submit_order,2030,站内推荐,iOS
136,100035,S100035_1,2026-05-30 16:07:34,pay_success,2030,站内推荐,iOS
137,100035,S100035_2,2026-05-05 18:51:29,visit_home,2018,站内推荐,iOS
138,100035,S100035_3,2026-05-17 11:57:18,visit_home,2048,站内推荐,iOS
139,100035,S100035_3,2026-05-17 12:04:44,view_product,2048,站内推荐,iOS
140,100036,S100036_1,2026-05-08 03:55:10,visit_home,2023,搜索广告,PC
141,100036,S100036_1,2026-05-08 04:02:39,view_product,2023,搜索广告,PC
142,100037,S100037_1,2026-05-02 04:26:09,visit_home,2038,社群裂变,Android
143,100037,S100037_1,2026-05-02 04:33:10,view_product,2038,社群裂变,Android
144,100038,S100038_1,2026-05-06 13:05:52,visit_home,2032,信息流广告,Android
145,100038,S100038_1,2026-05-06 13:15:49,view_product,2032,信息流广告,Android
146,100038,S100038_1,2026-05-06 13:22:08,add_cart,2032,信息流广告,Android
147,100038,S100038_1,2026-05-06 13:27:54,submit_order,2032,信息流广告,Android
148,100038,S100038_2,2026-05-13 21:32:01,visit_home,2042,信息流广告,Android
149,100038,S100038_2,2026-05-13 21:41:11,view_product,2042,信息流广告,Android
150,100039,S100039_1,2026-05-19 05:45:04,visit_home,2040,自然流量,iOS
151,100039,S100039_1,2026-05-19 05:51:27,view_product,2040,自然流量,iOS
152,100040,S100040_1,2026-05-09 17:23:18,visit_home,2029,信息流广告,iOS
153,100040,S100040_2,2026-05-20 05:34:19,visit_home,2023,信息流广告,iOS
154,100041,S100041_1,2026-05-22 00:17:31,visit_home,2034,信息流广告,PC
155,100041,S100041_1,2026-05-22 00:26:38,view_product,2034,信息流广告,PC
156,100041,S100041_2,2026-05-17 19:01:33,visit_home,2039,信息流广告,PC
157,100041,S100041_2,2026-05-17 19:04:48,view_product,2039,信息流广告,PC
158,100042,S100042_1,2026-05-22 01:03:55,visit_home,2020,信息流广告,Android
159,100042,S100042_1,2026-05-22 01:10:30,view_product,2020,信息流广告,Android
160,100043,S100043_1,2026-05-20 15:30:44,visit_home,2001,信息流广告,Android
161,100043,S100043_2,2026-05-31 05:27:44,visit_home,2004,信息流广告,Android
162,100043,S100043_2,2026-05-31 05:28:46,view_product,2004,信息流广告,Android
163,100043,S100043_2,2026-05-31 05:31:32,add_cart,2004,信息流广告,Android
164,100043,S100043_3,2026-05-03 04:50:21,visit_home,2002,信息流广告,Android
165,100043,S100043_4,2026-05-28 18:07:30,visit_home,2013,信息流广告,Android
166,100044,S100044_1,2026-05-28 14:53:50,visit_home,2023,自然流量,PC
167,100044,S100044_2,2026-05-05 15:29:56,visit_home,2025,自然流量,PC
168,100044,S100044_2,2026-05-05 15:36:57,view_product,2025,自然流量,PC
169,100044,S100044_2,2026-05-05 15:50:27,add_cart,2025,自然流量,PC
170,100045,S100045_1,2026-05-25 18:26:00,visit_home,2023,搜索广告,Android
171,100045,S100045_1,2026-05-25 18:35:59,view_product,2023,搜索广告,Android
172,100045,S100045_2,2026-05-29 13:36:00,visit_home,2032,搜索广告,Android
173,100046,S100046_1,2026-05-10 02:47:19,visit_home,2042,信息流广告,iOS
174,100046,S100046_1,2026-05-10 02:55:27,view_product,2042,信息流广告,iOS
175,100046,S100046_2,2026-05-27 21:13:21,visit_home,2026,信息流广告,iOS
176,100046,S100046_3,2026-05-02 09:21:09,visit_home,2029,信息流广告,iOS
177,100046,S100046_3,2026-05-02 09:26:18,view_product,2029,信息流广告,iOS
178,100046,S100046_4,2026-05-07 22:54:50,visit_home,2004,信息流广告,iOS
179,100046,S100046_4,2026-05-07 22:59:11,view_product,2004,信息流广告,iOS
180,100046,S100046_4,2026-05-07 23:10:39,add_cart,2004,信息流广告,iOS
181,100047,S100047_1,2026-05-22 19:52:31,visit_home,2012,站内推荐,Android
182,100047,S100047_1,2026-05-22 20:01:56,view_product,2012,站内推荐,Android
183,100047,S100047_2,2026-05-12 21:22:27,visit_home,2009,站内推荐,Android
184,100047,S100047_2,2026-05-12 21:31:52,view_product,2009,站内推荐,Android
185,100047,S100047_2,2026-05-12 21:40:22,add_cart,2009,站内推荐,Android
186,100047,S100047_2,2026-05-12 21:46:34,submit_order,2009,站内推荐,Android
187,100047,S100047_2,2026-05-12 21:51:15,pay_success,2009,站内推荐,Android
188,100048,S100048_1,2026-05-14 16:48:40,visit_home,2024,自然流量,iOS
189,100048,S100048_1,2026-05-14 16:57:37,view_product,2024,自然流量,iOS
190,100048,S100048_1,2026-05-14 17:04:46,add_cart,2024,自然流量,iOS
191,100048,S100048_1,2026-05-14 17:14:02,submit_order,2024,自然流量,iOS
192,100048,S100048_1,2026-05-14 17:18:30,pay_success,2024,自然流量,iOS
193,100049,S100049_1,2026-05-05 19:34:12,visit_home,2038,信息流广告,iOS
194,100049,S100049_1,2026-05-05 19:39:42,view_product,2038,信息流广告,iOS
195,100049,S100049_1,2026-05-05 19:48:01,add_cart,2038,信息流广告,iOS
196,100049,S100049_1,2026-05-05 19:52:16,submit_order,2038,信息流广告,iOS
197,100049,S100049_1,2026-05-05 19:56:14,pay_success,2038,信息流广告,iOS
198,100049,S100049_2,2026-05-16 14:02:30,visit_home,2048,信息流广告,iOS
199,100049,S100049_2,2026-05-16 14:08:44,view_product,2048,信息流广告,iOS
200,100049,S100049_2,2026-05-16 14:14:32,add_cart,2048,信息流广告,iOS
201,100049,S100049_2,2026-05-16 14:20:46,submit_order,2048,信息流广告,iOS
202,100049,S100049_2,2026-05-16 14:25:22,pay_success,2048,信息流广告,iOS
203,100050,S100050_1,2026-05-15 00:30:06,visit_home,2020,自然流量,iOS
204,100051,S100051_1,2026-05-04 02:13:23,visit_home,2014,搜索广告,PC
205,100051,S100051_1,2026-05-04 02:17:38,view_product,2014,搜索广告,PC
206,100052,S100052_1,2026-05-06 08:13:30,visit_home,2043,信息流广告,Android
207,100052,S100052_2,2026-05-30 16:27:08,visit_home,2026,信息流广告,Android
208,100053,S100053_1,2026-05-22 20:04:32,visit_home,2003,搜索广告,iOS
209,100053,S100053_1,2026-05-22 20:09:10,view_product,2003,搜索广告,iOS
210,100053,S100053_2,2026-05-02 08:11:29,visit_home,2002,搜索广告,iOS
211,100053,S100053_3,2026-05-24 15:14:15,visit_home,2044,搜索广告,iOS
212,100053,S100053_3,2026-05-24 15:23:07,view_product,2044,搜索广告,iOS
213,100053,S100053_3,2026-05-24 15:32:39,add_cart,2044,搜索广告,iOS
214,100053,S100053_3,2026-05-24 15:34:21,submit_order,2044,搜索广告,iOS
215,100053,S100053_3,2026-05-24 15:37:26,pay_success,2044,搜索广告,iOS
216,100053,S100053_4,2026-05-17 07:45:40,visit_home,2006,搜索广告,iOS
217,100053,S100053_4,2026-05-17 07:47:49,view_product,2006,搜索广告,iOS
218,100054,S100054_1,2026-05-05 20:17:45,visit_home,2009,站内推荐,iOS
219,100054,S100054_1,2026-05-05 20:22:02,view_product,2009,站内推荐,iOS
220,100055,S100055_1,2026-05-08 16:09:07,visit_home,2024,自然流量,Android
221,100055,S100055_1,2026-05-08 16:12:40,view_product,2024,自然流量,Android
222,100055,S100055_1,2026-05-08 16:13:31,add_cart,2024,自然流量,Android
223,100055,S100055_2,2026-05-02 01:33:42,visit_home,2010,自然流量,Android
224,100055,S100055_2,2026-05-02 01:40:46,view_product,2010,自然流量,Android
225,100055,S100055_3,2026-05-25 18:59:14,visit_home,2013,自然流量,Android
226,100055,S100055_3,2026-05-25 19:03:52,view_product,2013,自然流量,Android
227,100056,S100056_1,2026-05-10 21:57:27,visit_home,2046,搜索广告,PC
228,100056,S100056_2,2026-05-09 19:12:25,visit_home,2015,搜索广告,PC
229,100056,S100056_2,2026-05-09 19:13:39,view_product,2015,搜索广告,PC
230,100056,S100056_2,2026-05-09 19:21:05,add_cart,2015,搜索广告,PC
231,100056,S100056_2,2026-05-09 19:23:50,submit_order,2015,搜索广告,PC
232,100056,S100056_3,2026-05-31 10:36:22,visit_home,2017,搜索广告,PC
233,100056,S100056_3,2026-05-31 10:38:20,view_product,2017,搜索广告,PC
234,100056,S100056_3,2026-05-31 10:40:16,add_cart,2017,搜索广告,PC
235,100056,S100056_3,2026-05-31 10:47:59,submit_order,2017,搜索广告,PC
236,100056,S100056_3,2026-05-31 10:49:32,pay_success,2017,搜索广告,PC
237,100057,S100057_1,2026-05-18 20:53:25,visit_home,2033,自然流量,iOS
238,100058,S100058_1,2026-05-22 19:26:44,visit_home,2036,自然流量,iOS
239,100058,S100058_1,2026-05-22 19:33:42,view_product,2036,自然流量,iOS
240,100059,S100059_1,2026-05-19 03:16:49,visit_home,2007,信息流广告,Android
241,100059,S100059_1,2026-05-19 03:26:06,view_product,2007,信息流广告,Android
242,100059,S100059_2,2026-05-21 20:14:41,visit_home,2033,信息流广告,Android
243,100060,S100060_1,2026-05-20 01:24:59,visit_home,2049,自然流量,PC
244,100060,S100060_1,2026-05-20 01:33:47,view_product,2049,自然流量,PC
245,100060,S100060_2,2026-05-22 16:12:50,visit_home,2045,自然流量,PC
246,100060,S100060_2,2026-05-22 16:20:15,view_product,2045,自然流量,PC
247,100061,S100061_1,2026-05-04 09:06:49,visit_home,2047,搜索广告,PC
248,100062,S100062_1,2026-05-26 16:36:32,visit_home,2004,搜索广告,iOS
249,100062,S100062_1,2026-05-26 16:42:06,view_product,2004,搜索广告,iOS
250,100062,S100062_1,2026-05-26 16:46:16,add_cart,2004,搜索广告,iOS
251,100062,S100062_2,2026-05-20 19:09:36,visit_home,2044,搜索广告,iOS
252,100062,S100062_2,2026-05-20 19:13:24,view_product,2044,搜索广告,iOS
253,100063,S100063_1,2026-05-13 01:14:14,visit_home,2017,社群裂变,iOS
254,100063,S100063_1,2026-05-13 01:21:11,view_product,2017,社群裂变,iOS
255,100063,S100063_2,2026-05-16 01:47:03,visit_home,2021,社群裂变,iOS
256,100063,S100063_2,2026-05-16 01:55:35,view_product,2021,社群裂变,iOS
257,100063,S100063_3,2026-05-20 04:24:46,visit_home,2050,社群裂变,iOS
258,100063,S100063_4,2026-05-11 19:52:55,visit_home,2018,社群裂变,iOS
259,100063,S100063_4,2026-05-11 20:01:30,view_product,2018,社群裂变,iOS
260,100063,S100063_4,2026-05-11 20:06:04,add_cart,2018,社群裂变,iOS
261,100064,S100064_1,2026-05-01 12:48:30,visit_home,2007,信息流广告,Android
262,100064,S100064_1,2026-05-01 12:53:40,view_product,2007,信息流广告,Android
263,100064,S100064_1,2026-05-01 12:54:49,add_cart,2007,信息流广告,Android
264,100064,S100064_2,2026-05-07 13:09:58,visit_home,2040,信息流广告,Android
265,100064,S100064_2,2026-05-07 13:14:59,view_product,2040,信息流广告,Android
266,100064,S100064_3,2026-05-14 06:45:04,visit_home,2044,信息流广告,Android
267,100064,S100064_3,2026-05-14 06:54:21,view_product,2044,信息流广告,Android
268,100065,S100065_1,2026-05-05 15:25:23,visit_home,2018,搜索广告,iOS
269,100065,S100065_1,2026-05-05 15:26:50,view_product,2018,搜索广告,iOS
270,100065,S100065_2,2026-05-24 11:31:47,visit_home,2017,搜索广告,iOS
271,100065,S100065_3,2026-05-29 09:20:01,visit_home,2036,搜索广告,iOS
272,100065,S100065_3,2026-05-29 09:29:36,view_product,2036,搜索广告,iOS
273,100065,S100065_4,2026-05-27 23:48:52,visit_home,2043,搜索广告,iOS
274,100065,S100065_4,2026-05-27 23:53:58,view_product,2043,搜索广告,iOS
275,100066,S100066_1,2026-05-24 12:58:35,visit_home,2002,信息流广告,PC
276,100066,S100066_1,2026-05-24 12:59:15,view_product,2002,信息流广告,PC
277,100066,S100066_2,2026-05-30 00:07:50,visit_home,2034,信息流广告,PC
278,100066,S100066_2,2026-05-30 00:08:30,view_product,2034,信息流广告,PC
279,100066,S100066_3,2026-05-11 09:45:45,visit_home,2036,信息流广告,PC
280,100066,S100066_3,2026-05-11 09:46:10,view_product,2036,信息流广告,PC
281,100066,S100066_4,2026-05-07 19:05:48,visit_home,2014,信息流广告,PC
282,100066,S100066_4,2026-05-07 19:12:46,view_product,2014,信息流广告,PC
283,100067,S100067_1,2026-05-04 03:22:34,visit_home,2003,自然流量,iOS
284,100067,S100067_1,2026-05-04 03:25:03,view_product,2003,自然流量,iOS
285,100067,S100067_2,2026-05-29 11:39:30,visit_home,2024,自然流量,iOS
286,100068,S100068_1,2026-05-10 23:55:38,visit_home,2008,自然流量,Android
287,100068,S100068_2,2026-05-31 10:19:36,visit_home,2015,自然流量,Android
288,100068,S100068_2,2026-05-31 10:25:53,view_product,2015,自然流量,Android
289,100068,S100068_2,2026-05-31 10:32:47,add_cart,2015,自然流量,Android
290,100068,S100068_2,2026-05-31 10:38:19,submit_order,2015,自然流量,Android
291,100068,S100068_2,2026-05-31 10:41:16,pay_success,2015,自然流量,Android
292,100069,S100069_1,2026-05-03 18:34:52,visit_home,2009,搜索广告,PC
293,100069,S100069_2,2026-05-07 11:45:57,visit_home,2028,搜索广告,PC
294,100069,S100069_2,2026-05-07 11:54:02,view_product,2028,搜索广告,PC
295,100069,S100069_3,2026-05-15 11:44:13,visit_home,2026,搜索广告,PC
296,100069,S100069_3,2026-05-15 11:45:13,view_product,2026,搜索广告,PC
297,100069,S100069_4,2026-05-15 14:52:13,visit_home,2036,搜索广告,PC
298,100069,S100069_5,2026-05-08 20:45:40,visit_home,2043,搜索广告,PC
299,100069,S100069_5,2026-05-08 20:51:58,view_product,2043,搜索广告,PC
300,100070,S100070_1,2026-05-10 05:45:07,visit_home,2023,站内推荐,PC
301,100070,S100070_1,2026-05-10 05:53:14,view_product,2023,站内推荐,PC
302,100071,S100071_1,2026-05-11 06:12:34,visit_home,2027,自然流量,Android
303,100071,S100071_2,2026-05-17 04:57:48,visit_home,2033,自然流量,Android
304,100071,S100071_2,2026-05-17 05:07:07,view_product,2033,自然流量,Android
305,100071,S100071_2,2026-05-17 05:21:22,add_cart,2033,自然流量,Android
306,100071,S100071_2,2026-05-17 05:22:33,submit_order,2033,自然流量,Android
307,100071,S100071_2,2026-05-17 05:27:46,pay_success,2033,自然流量,Android
308,100071,S100071_3,2026-05-18 09:02:14,visit_home,2047,自然流量,Android
309,100071,S100071_3,2026-05-18 09:04:24,view_product,2047,自然流量,Android
310,100071,S100071_3,2026-05-18 09:10:17,add_cart,2047,自然流量,Android
311,100071,S100071_3,2026-05-18 09:15:53,submit_order,2047,自然流量,Android
312,100071,S100071_3,2026-05-18 09:23:18,pay_success,2047,自然流量,Android
313,100071,S100071_4,2026-05-03 00:59:51,visit_home,2011,自然流量,Android
314,100071,S100071_4,2026-05-03 01:02:34,view_product,2011,自然流量,Android
315,100072,S100072_1,2026-05-29 04:56:53,visit_home,2007,搜索广告,PC
316,100072,S100072_2,2026-05-14 05:34:13,visit_home,2004,搜索广告,PC
317,100073,S100073_1,2026-05-26 19:57:46,visit_home,2021,社群裂变,iOS
318,100073,S100073_1,2026-05-26 20:04:15,view_product,2021,社群裂变,iOS
319,100073,S100073_2,2026-05-22 23:54:30,visit_home,2027,社群裂变,iOS
320,100073,S100073_3,2026-05-05 11:56:54,visit_home,2049,社群裂变,iOS
321,100074,S100074_1,2026-05-11 08:28:39,visit_home,2017,社群裂变,iOS
322,100074,S100074_1,2026-05-11 08:31:38,view_product,2017,社群裂变,iOS
323,100074,S100074_2,2026-05-11 03:22:21,visit_home,2041,社群裂变,iOS
324,100074,S100074_2,2026-05-11 03:30:22,view_product,2041,社群裂变,iOS
325,100074,S100074_3,2026-05-10 19:08:31,visit_home,2005,社群裂变,iOS
326,100074,S100074_3,2026-05-10 19:09:10,view_product,2005,社群裂变,iOS
327,100075,S100075_1,2026-05-04 14:01:44,visit_home,2028,搜索广告,iOS
328,100075,S100075_1,2026-05-04 14:04:47,view_product,2028,搜索广告,iOS
329,100075,S100075_2,2026-05-17 11:38:49,visit_home,2036,搜索广告,iOS
330,100076,S100076_1,2026-05-13 19:50:45,visit_home,2014,搜索广告,PC
331,100077,S100077_1,2026-05-13 20:42:23,visit_home,2016,搜索广告,PC
332,100077,S100077_1,2026-05-13 20:51:45,view_product,2016,搜索广告,PC
333,100077,S100077_1,2026-05-13 20:53:32,add_cart,2016,搜索广告,PC
334,100077,S100077_1,2026-05-13 20:54:55,submit_order,2016,搜索广告,PC
335,100078,S100078_1,2026-05-01 21:29:53,visit_home,2029,站内推荐,iOS
336,100078,S100078_1,2026-05-01 21:35:33,view_product,2029,站内推荐,iOS
337,100078,S100078_2,2026-05-15 03:42:17,visit_home,2022,站内推荐,iOS
338,100078,S100078_2,2026-05-15 03:44:51,view_product,2022,站内推荐,iOS
339,100078,S100078_3,2026-05-09 11:37:13,visit_home,2019,站内推荐,iOS
340,100078,S100078_3,2026-05-09 11:45:47,view_product,2019,站内推荐,iOS
341,100078,S100078_3,2026-05-09 11:51:59,add_cart,2019,站内推荐,iOS
