user_id,experiment_id,group_name,assign_time,strategy_name
100033,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100034,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100035,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100036,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100037,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100038,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100039,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100040,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100041,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100042,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100043,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100044,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100045,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100046,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100047,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100048,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100049,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100050,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100051,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100052,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100053,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100054,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100055,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100056,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100057,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100058,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100059,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100060,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100061,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100062,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100063,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100064,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100065,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100066,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100067,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100068,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100069,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100070,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100071,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100072,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100073,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100074,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100075,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100076,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100077,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100078,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100079,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100080,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100081,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100082,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100083,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100084,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100085,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100086,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100087,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100088,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100089,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100090,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100091,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100092,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100093,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100094,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100095,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100096,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100097,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100098,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100099,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100100,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100101,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100102,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100103,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100104,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100105,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100106,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100107,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100108,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100109,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100110,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100111,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100112,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100113,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100114,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100115,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100116,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100117,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100118,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100119,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100120,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100121,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100122,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100123,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100124,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100125,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100126,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100127,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100128,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100129,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100130,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100131,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100132,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100133,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100134,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100135,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100136,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100137,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100138,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100139,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100140,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100141,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100142,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100143,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100144,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100145,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100146,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100147,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100148,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100149,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100150,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100151,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100152,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100153,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100154,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100155,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100156,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100157,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100158,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100159,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100160,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100161,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100162,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100163,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100164,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100165,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100166,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100167,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100168,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100169,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100170,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100171,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100172,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100173,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100174,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100175,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100176,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100177,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100178,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100179,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100180,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100181,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100182,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100183,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100184,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100185,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100186,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100187,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100188,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100189,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100190,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100191,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100192,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100193,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100194,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100195,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100196,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100197,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100198,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100199,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100200,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100201,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100202,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100203,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100204,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100205,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100206,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100207,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100208,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100209,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100210,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100211,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100212,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100213,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100214,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100215,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100216,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100217,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100218,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100219,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100220,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100221,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100222,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100223,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100224,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100225,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100226,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100227,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100228,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100229,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100230,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100231,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100232,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100233,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100234,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100235,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100236,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100237,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100238,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100239,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100240,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100241,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100242,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100243,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100244,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100245,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100246,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100247,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100248,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100249,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100250,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100251,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100252,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100253,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100254,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100255,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100256,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100257,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100258,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100259,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100260,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100261,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100262,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100263,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100264,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100265,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100266,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100267,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100268,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100269,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100270,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100271,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100272,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100273,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100274,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100275,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100276,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100277,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100278,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100279,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100280,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100281,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100282,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100283,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100284,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100285,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100286,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100287,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100288,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100289,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100290,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100291,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100292,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100293,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100294,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100295,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100296,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100297,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100298,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100299,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100300,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100301,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100302,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100303,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100304,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100305,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100306,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100307,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100308,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100309,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100310,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100311,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100312,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100313,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100314,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100315,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100316,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100317,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100318,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100319,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100320,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100321,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100322,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100323,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100324,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100325,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100326,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100327,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100328,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100329,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100330,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100331,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100332,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100333,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100334,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100335,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100336,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100337,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100338,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100339,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100340,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100341,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100342,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100343,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100344,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100345,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100346,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100347,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100348,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100349,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100350,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100351,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100352,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100353,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100354,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100355,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100356,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100357,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100358,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100359,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100360,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100361,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100362,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
